time timestep g1 g3 g1_regular g1_sticker
2406.66 240666 11.9055 3.72816 11.6078 9.18832
2451.4 245140 11.9968 3.78308 11.6958 9.25324
2496.98 249698 12.0875 3.84409 11.7873 9.34819
2543.4 254340 12.1639 3.88393 11.8592 9.45384
2590.69 259069 12.2217 3.91524 11.9135 9.52221
2639.34 263934 12.296 3.9489 11.9859 9.61061
2688.41 268841 12.338 3.96118 12.032 9.61493
2738.39 273839 12.4245 4.01482 12.1071 9.73453
2789.3 278930 12.5172 4.06479 12.1942 9.80369
2841.16 284116 12.6029 4.1254 12.2803 9.87189
2893.98 289398 12.7042 4.16907 12.3776 9.99033
2947.78 294778 12.75 4.21261 12.4241 10.0481
3002.59 300259 12.8459 4.26619 12.5185 10.1392
3058.41 305841 12.9887 4.3338 12.6657 10.2414
3115.27 311527 13.0726 4.38302 12.7435 10.3475
3173.77 317377 13.1032 4.41751 12.7752 10.4076
3232.78 323278 13.1893 4.45441 12.864 10.4901
3292.88 329288 13.2843 4.51263 12.9534 10.5513
3354.1 335410 13.3772 4.56853 13.043 10.6151
3416.46 341646 13.4327 4.59598 13.0999 10.6859
3479.97 347997 13.4503 4.60145 13.114 10.7302
3544.67 354467 13.4947 4.6272 13.1527 10.7851
3610.57 361057 13.63 4.69733 13.2898 10.9116
3677.7 367770 13.7126 4.74282 13.3641 10.9955
3746.07 374607 13.7941 4.80336 13.44 11.0895
3816.42 381642 13.8495 4.81308 13.491 11.1602
3887.38 388738 13.8933 4.83545 13.5311 11.1907
3959.65 395965 13.9948 4.90497 13.6313 11.2712
4033.26 403326 14.0711 4.9402 13.7057 11.3743
4108.25 410825 14.1249 4.97857 13.7544 11.4055
4184.63 418463 14.2405 5.03571 13.8703 11.5134
4262.43 426243 14.3493 5.09897 13.9818 11.6243
4341.67 434167 14.4546 5.17451 14.0792 11.7218
4422.39 442239 14.5225 5.21506 14.149 11.7866
4504.61 450461 14.586 5.26655 14.2137 11.8368
4589.2 458920 14.6176 5.27273 14.2406 11.8998
4674.52 467452 14.6499 5.2717 14.2725 11.9052
4761.43 476143 14.7027 5.32344 14.3235 11.9959
4849.95 484995 14.8772 5.4377 14.4981 12.1495
4940.12 494012 14.9581 5.47297 14.5709 12.252
5031.96 503196 14.9773 5.45592 14.5819 12.3198
5125.52 512552 15.0726 5.50887 14.6806 12.3754
5220.81 522081 15.1701 5.59295 14.7792 12.473
5317.87 531787 15.2306 5.61575 14.8383 12.5375
5416.74 541674 15.2663 5.64319 14.8726 12.5746
5518.46 551846 15.3288 5.66222 14.9309 12.6422
5621.06 562106 15.4826 5.74977 15.0778 12.7813
5725.56 572556 15.5512 5.82123 15.1429 12.8378
5832.01 583201 15.5983 5.83576 15.1874 12.8888
5940.43 594043 15.6338 5.85052 15.2262 12.9257
6050.87 605087 15.7348 5.90459 15.3133 13.0339
6163.37 616337 15.8352 5.96408 15.4183 13.0961
6277.96 627796 15.8548 5.98623 15.4411 13.083
6394.67 639467 15.9293 6.0156 15.5046 13.1969
6513.56 651356 16.0057 6.07564 15.5788 13.2987
6635.88 663588 16.0612 6.0719 15.627 13.3784
6759.25 675925 16.1231 6.08171 15.6972 13.3601
6884.92 688492 16.1734 6.1238 15.7352 13.4359
7012.92 701292 16.2549 6.19012 15.8267 13.5083
7143.3 714330 16.4678 6.33189 16.0281 13.7781
7276.1 727610 16.5858 6.41157 16.146 13.8986
7411.38 741138 16.6829 6.49078 16.237 13.9567
7549.17 754917 16.7611 6.56414 16.3179 14.0644
7689.52 768952 16.89 6.63955 16.4466 14.1915
7832.48 783248 16.8516 6.61931 16.4002 14.1836
7979.57 797957 16.9557 6.65208 16.5037 14.3244
8127.92 812792 17.0079 6.72124 16.5667 14.3671
8279.03 827903 17.1208 6.82023 16.6782 14.455
8432.95 843295 17.2602 6.86643 16.8121 14.6122
8589.73 858973 17.3549 6.932 16.9059 14.6605
8749.43 874943 17.4452 6.98721 16.9909 14.8125
8912.09 891209 17.6175 7.11508 17.1571 14.9569
9077.78 907778 17.5872 7.09962 17.1317 14.9495
9246.55 924655 17.6472 7.13801 17.1971 14.9663
9418.46 941846 17.7375 7.19633 17.2853 15.0914
9595.33 959533 17.7619 7.2014 17.2952 15.1081
9773.73 977373 18.0004 7.36323 17.5247 15.3776
9955.43 995543 18.0455 7.39715 17.5742 15.3859
10140.5 1.01405e+06 18.1235 7.43207 17.6566 15.4767
10329 1.0329e+06 18.2233 7.54794 17.76 15.6174
10521.1 1.05211e+06 18.265 7.58725 17.7957 15.6357
10716.7 1.07167e+06 18.2701 7.52878 17.7974 15.6257
10915.9 1.09159e+06 18.1956 7.41658 17.7247 15.5837
11118.9 1.11189e+06 18.2351 7.43236 17.7575 15.6243
11325.6 1.13256e+06 18.3973 7.54024 17.9237 15.7813
11538.3 1.15383e+06 18.481 7.59745 18.0041 15.8751
11752.8 1.17528e+06 18.643 7.68634 18.1566 16.0583
11971.3 1.19713e+06 18.7286 7.72212 18.2387 16.1316
12193.9 1.21939e+06 18.8246 7.78869 18.3341 16.2661
12420.6 1.24206e+06 18.7755 7.71166 18.2772 16.1483
12651.5 1.26515e+06 18.8952 7.83386 18.4025 16.298
12886.7 1.28867e+06 18.9963 7.88704 18.5063 16.4103
13126.3 1.31263e+06 19.1451 7.93517 18.6441 16.559
13370.3 1.33703e+06 19.1827 7.98299 18.6765 16.6221
13618.9 1.36189e+06 19.4425 8.18146 18.9315 16.8753
13874.6 1.38746e+06 19.5097 8.18777 18.9959 16.9668
14132.6 1.41326e+06 19.6743 8.31894 19.1534 17.1042
14395.3 1.43953e+06 19.743 8.38918 19.2356 17.1586
14663 1.4663e+06 19.8645 8.463 19.3504 17.3198
14935.6 1.49356e+06 19.9768 8.56594 19.4625 17.4777
15213.2 1.52132e+06 20.0707 8.63485 19.5593 17.5309
15496.1 1.54961e+06 20.1948 8.72158 19.6879 17.6525
15784.2 1.57842e+06 20.3434 8.88994 19.8368 17.8325
16077.6 1.60776e+06 20.3692 8.80302 19.849 17.839
16376.5 1.63765e+06 20.5215 8.89412 19.9973 17.9903
16681 1.6681e+06 20.6657 8.97682 20.1335 18.1947
16994.3 1.69943e+06 20.6311 8.92676 20.1012 18.1699
17310.2 1.73102e+06 20.7623 9.00329 20.2315 18.2526
17632 1.7632e+06 20.7284 8.96459 20.1932 18.2407
17959.8 1.79598e+06 20.929 9.15212 20.4001 18.431
18293.8 1.82938e+06 21.1738 9.32285 20.6405 18.6339
18633.9 1.86339e+06 21.3552 9.44074 20.818 18.8683
18980.3 1.89803e+06 21.7376 9.79447 21.195 19.231
19333.2 1.93332e+06 21.7902 9.8102 21.2479 19.286
19692.6 1.96926e+06 21.9064 9.8777 21.3468 19.4461
20058.7 2.00587e+06 22.0082 9.93006 21.4529 19.5474
20435.4 2.04354e+06 22.2409 10.1613 21.6798 19.8304
20815.3 2.08153e+06 22.5127 10.3425 21.945 20.0543
21202.3 2.12023e+06 22.9316 10.6516 22.3645 20.4756
21596.5 2.15965e+06 22.9493 10.6858 22.3857 20.4785
21998 2.1998e+06 23.0764 10.7717 22.5047 20.6104
22407 2.2407e+06 23.2289 10.9087 22.6635 20.7778
22823.6 2.28236e+06 23.2841 10.9334 22.715 20.8458
23247.9 2.32479e+06 23.4032 10.9759 22.8135 21.0017
23680.1 2.36801e+06 23.5909 11.1649 23.0086 21.2209
24120.4 2.41204e+06 23.6621 11.1887 23.0775 21.2651
24573.3 2.45733e+06 23.97 11.4377 23.3813 21.6502
25030.2 2.50302e+06 24.1694 11.5872 23.5861 21.7578
25495.5 2.54955e+06 24.6072 11.964 24.0152 22.2291
25969.5 2.59695e+06 24.692 11.9732 24.0822 22.3078
26452.3 2.64524e+06 24.4762 11.7385 23.8659 22.1259
26944.1 2.69441e+06 24.5441 11.7586 23.9402 22.1797
27445.1 2.74451e+06 24.5148 11.5908 23.8906 22.2088
27955.3 2.79553e+06 24.6611 11.711 24.039 22.3312
28475.1 2.84751e+06 25.1057 12.1307 24.4862 22.7732
29004.5 2.90044e+06 25.304 12.2563 24.6742 23.0283
29549.1 2.95491e+06 25.6492 12.6197 25.0245 23.2857
30098.5 3.00985e+06 25.8842 12.7944 25.2578 23.5692
30658.1 3.06581e+06 26.0275 12.8781 25.3868 23.761
31228.1 3.12281e+06 26.1218 12.9548 25.4917 23.8024
31808.6 3.18086e+06 26.6482 13.3728 26.008 24.3481
32400 3.24e+06 26.8784 13.5722 26.2343 24.6164
33002.4 3.30024e+06 26.7314 13.3823 26.0752 24.5186
33615.9 3.3616e+06 27.0954 13.6554 26.4291 24.8643
34240.9 3.42409e+06 27.1364 13.6387 26.4696 24.9222
34877.5 3.48775e+06 27.1924 13.6674 26.5333 25.024
35532.5 3.55325e+06 27.3693 13.7696 26.7019 25.1666
36193.1 3.61931e+06 27.5042 13.7944 26.8308 25.2981
36866 3.6866e+06 27.6421 13.9369 26.9648 25.3848
37551.4 3.75514e+06 28.1183 14.3032 27.4438 25.8886
38249.5 3.82495e+06 28.4747 14.6237 27.79 26.3108
38960.6 3.89606e+06 28.7162 14.8027 28.0206 26.5507
39685 3.9685e+06 28.7207 14.7049 28.0215 26.5305
40422.8 4.04228e+06 28.6909 14.6289 27.9888 26.5474
41174.3 4.11743e+06 28.9081 14.8626 28.2177 26.7226
41939.8 4.19398e+06 29.0915 14.9956 28.3857 27.0078
42727.4 4.27274e+06 29.3541 15.2473 28.6587 27.221
43521.8 4.35218e+06 29.4522 15.2156 28.7346 27.3523
44330.9 4.43309e+06 29.6238 15.3523 28.8854 27.5383
45155.1 4.51551e+06 29.9009 15.6036 29.1731 27.7903
45994.6 4.59946e+06 30.0629 15.7728 29.3359 27.9806
46849.7 4.68497e+06 30.6153 16.2406 29.889 28.5038
47720.7 4.77207e+06 30.6895 16.2354 29.9477 28.5831
48607.9 4.86079e+06 30.6825 16.0963 29.9307 28.6509
49511.6 4.95116e+06 31.2299 16.5729 30.4748 29.2256
50432.1 5.04321e+06 31.289 16.5793 30.5456 29.2204
51379.2 5.13792e+06 31.4303 16.5717 30.6789 29.3686
52334.4 5.23344e+06 32.0466 17.1351 31.2805 29.9821
53307.4 5.33074e+06 32.7912 17.8821 32.0243 30.7652
54298.4 5.42984e+06 33.0906 18.0874 32.3181 31.1162
55307.9 5.53079e+06 33.1765 18.0607 32.3959 31.2212
56336.2 5.63362e+06 32.9646 17.8394 32.1786 30.9871
57383.6 5.73836e+06 33.1047 17.9432 32.317 31.1839
58450.4 5.84504e+06 32.9787 17.795 32.1923 31.0141
59537.1 5.95371e+06 33.3672 18.0476 32.5728 31.3908
60644 6.0644e+06 33.5539 18.1816 32.7409 31.5531
61782.8 6.17828e+06 33.8059 18.4629 33.0018 31.8629
62931.5 6.29315e+06 34.1146 18.6325 33.3004 32.1908
64101.5 6.41015e+06 34.4759 18.9606 33.6701 32.5853
65293.2 6.52932e+06 34.5389 18.8982 33.7256 32.6856
66507.1 6.65071e+06 35.2966 19.5172 34.4664 33.3907
67743.6 6.77436e+06 35.6664 19.7864 34.8252 33.7952
69003.1 6.90031e+06 35.9691 19.9643 35.1089 34.1485
70285.9 7.0286e+06 35.9451 19.8914 35.0965 34.067
71592.7 7.15927e+06 36.011 19.9022 35.1437 34.1192
72923.7 7.29237e+06 36.7448 20.5944 35.8878 34.9065
74293.1 7.42931e+06 36.9126 20.687 36.0505 35.0951
75674.4 7.56744e+06 37.159 20.9328 36.2934 35.4098
77081.3 7.70813e+06 37.7074 21.3697 36.8354 35.8593
78514.3 7.85143e+06 38.4499 21.9399 37.5614 36.6465
79974 7.9974e+06 39.1986 22.687 38.3232 37.3717
81460.9 8.14609e+06 39.5058 22.8702 38.6254 37.7554
82975.4 8.29754e+06 40.3932 23.6847 39.5116 38.6262
84518 8.4518e+06 40.7031 23.8987 39.8216 38.9058
86089.3 8.60893e+06 40.8726 24.038 39.9702 39.1205
87689.9 8.76899e+06 41.0699 24.1444 40.1601 39.3627
89336.6 8.93366e+06 41.9316 24.9278 41.0233 40.2172
90997.5 9.09975e+06 42.8111 25.6959 41.8839 41.0683
92689.3 9.26893e+06 43.2008 26.007 42.2582 41.4963
94412.6 9.44126e+06 43.4377 26.2185 42.5105 41.751
96167.8 9.61678e+06 44.324 27.0011 43.3882 42.6267
97955.8 9.79558e+06 45.2492 27.9331 44.3262 43.5805
99776.9 9.97769e+06 45.9372 28.4978 45.0007 44.2551
101632 1.01632e+07 46.8961 29.3861 45.9505 45.1925
103521 1.03521e+07 47.0746 29.3651 46.1206 45.3524
105446 1.05446e+07 47.3386 29.6384 46.393 45.7025
107426 1.07426e+07 47.7959 30.0407 46.8606 46.1286
109423 1.09423e+07 47.3846 29.5149 46.3879 45.8039
111458 1.11458e+07 48.4193 30.3956 47.4573 46.8572
113530 1.1353e+07 48.5688 30.4873 47.6069 47.002
115641 1.15641e+07 49.3524 31.2282 48.3749 47.8252
117791 1.17791e+07 49.1347 30.8893 48.1168 47.5757
119981 1.19981e+07 49.4145 31.0024 48.4139 47.8422
122211 1.22211e+07 49.5143 31.0562 48.5101 47.8842
124483 1.24483e+07 50.1999 31.7646 49.2047 48.6939
126798 1.26798e+07 50.9318 32.4614 49.9276 49.4039
129155 1.29155e+07 50.9309 32.273 49.9254 49.3082
131580 1.3158e+07 51.5718 32.8719 50.5648 50.0498
134027 1.34027e+07 51.6776 32.8241 50.6426 50.2726
136518 1.36518e+07 51.8606 32.9574 50.8256 50.3552
139057 1.39057e+07 52.4329 33.4079 51.4026 50.9387
141642 1.41642e+07 52.7868 33.7628 51.748 51.2703
144275 1.44275e+07 53.0824 33.9025 52.0181 51.6185
146957 1.46957e+07 53.3594 34.2216 52.3143 51.9306
149690 1.4969e+07 54.468 35.2403 53.4153 52.9631
152473 1.52473e+07 55.3145 36.0296 54.2763 53.7904
155307 1.55307e+07 55.9625 36.6611 54.9203 54.54
158224 1.58224e+07 55.8459 36.3052 54.7602 54.5
161166 1.61166e+07 56.6959 37.1286 55.6301 55.3058
164162 1.64162e+07 57.0005 37.3861 55.923 55.5116
167214 1.67214e+07 57.6991 38.0158 56.6164 56.25
170323 1.70323e+07 58.4699 38.6702 57.3815 57.012
173489 1.73489e+07 58.9877 39.2142 57.9005 57.6277
176715 1.76715e+07 60.0344 40.1099 58.9192 58.6149
180000 1.8e+07 60.7138 40.7793 59.5987 59.3072
183347 1.83347e+07 60.4115 40.5465 59.3183 59.0372
186755 1.86755e+07 61.9495 41.9737 60.8512 60.6058
190262 1.90262e+07 62.49 42.4703 61.3723 61.1309
193800 1.938e+07 63.5184 43.4477 62.4126 62.0682
197403 1.97403e+07 63.507 43.4143 62.3935 62.1767
201073 2.01073e+07 64.9963 44.8841 63.885 63.6257
204811 2.04811e+07 66.2918 46.0505 65.1693 64.9488
208619 2.08619e+07 66.9011 46.6225 65.7761 65.5976
212497 2.12497e+07 67.2427 47.0729 66.1255 65.9568
216448 2.16448e+07 68.1629 47.8098 67.0361 66.8466
220472 2.20472e+07 69.7318 49.3084 68.6004 68.4157
224571 2.24571e+07 70.1327 49.6838 69.0121 68.7444
228788 2.28788e+07 71.4206 50.85 70.3009 70.0686
233042 2.33042e+07 72.3152 51.8159 71.2009 71.0384
237374 2.37374e+07 74.0662 53.5491 72.92 72.7366
241788 2.41788e+07 74.6073 53.9588 73.4799 73.3038
246283 2.46283e+07 75.6475 54.8317 74.5178 74.4033
250861 2.50861e+07 77.7325 56.8608 76.5871 76.4232
255525 2.55525e+07 78.4032 57.5001 77.233 77.0963
260276 2.60276e+07 80.6703 59.7365 79.5031 79.4296
265115 2.65115e+07 82.1933 61.1519 81.0191 80.9396
270044 2.70044e+07 81.7564 60.7523 80.6031 80.5204
275115 2.75115e+07 83.2883 62.2545 82.1436 81.9965
280230 2.8023e+07 85.0585 63.8046 83.8819 83.8284
285440 2.8544e+07 87.3063 66.1544 86.1531 86.1074
290747 2.90747e+07 88.9713 67.8134 87.8022 87.7323
296152 2.96152e+07 89.1006 67.8932 87.9148 87.8616
301658 3.01658e+07 88.457 67.2378 87.2675 87.2077
307266 3.07266e+07 90.1193 68.8812 88.9076 88.9124
312979 3.12979e+07 90.6048 69.2848 89.4444 89.3771
318798 3.18798e+07 91.3077 70.1365 90.1194 90.0668
324725 3.24725e+07 91.0257 69.6871 89.8167 89.8826
330823 3.30823e+07 92.6021 71.3244 91.4151 91.4433
336973 3.36973e+07 93.9829 72.6474 92.7605 92.7892
343238 3.43238e+07 93.9706 72.6409 92.792 92.8532
349619 3.49619e+07 96.6654 75.307 95.46 95.5602
356119 3.56119e+07 98.0044 76.6002 96.816 96.8044
362740 3.6274e+07 99.799 78.2675 98.6079 98.6274
369484 3.69484e+07 100.565 78.9534 99.3577 99.4687
376353 3.76353e+07 100.466 78.8535 99.2784 99.2263
383350 3.8335e+07 101.03 79.4965 99.8403 99.8506
390477 3.90477e+07 104.13 82.5038 102.932 103.027
397810 3.9781e+07 107.803 86.1393 106.601 106.602
405206 4.05206e+07 109.764 88.1413 108.565 108.56
412740 4.1274e+07 111.538 89.9749 110.347 110.224
420413 4.20413e+07 114.278 92.6751 113.075 113.076
428229 4.28229e+07 115.608 94.0865 114.397 114.387
436191 4.36191e+07 117.568 96.0875 116.376 116.376
444300 4.443e+07 120.599 99.168 119.444 119.39
452560 4.5256e+07 121.519 99.972 120.317 120.435
460974 4.60974e+07 124.605 103.005 123.404 123.402
469544 4.69544e+07 123.084 101.459 121.901 121.931
478362 4.78362e+07 123.476 101.921 122.267 122.342
487256 4.87256e+07 127.299 105.74 126.108 126.224
496314 4.96314e+07 129.09 107.449 127.904 127.847
505542 5.05542e+07 132.199 110.584 131.005 131.021
514941 5.14941e+07 134.268 112.69 133.09 132.975
524514 5.24514e+07 134.481 112.853 133.277 133.294
534266 5.34266e+07 136.593 114.966 135.426 135.565
544199 5.44199e+07 141.413 119.59 140.211 140.262
554316 5.54316e+07 143.174 121.414 141.971 141.954
564622 5.64622e+07 144.656 122.867 143.419 143.558
575225 5.75225e+07 146.941 125.06 145.703 145.832
585919 5.85919e+07 148.439 126.649 147.213 147.361
596812 5.96812e+07 147.942 126.146 146.757 146.775
607908 6.07908e+07 150.467 128.701 149.25 149.307
619210 6.1921e+07 152.153 130.316 150.93 151.057
630722 6.30722e+07 156.755 134.906 155.531 155.487
642448 6.42448e+07 157.295 135.684 156.073 156.29
654392 6.54392e+07 160.522 138.829 159.305 159.506
666558 6.66558e+07 165.425 143.639 164.212 164.338
678951 6.78951e+07 165.348 143.61 164.107 164.303
691701 6.91701e+07 168.449 146.521 167.201 167.256
704561 7.04561e+07 167.977 146.02 166.766 166.822
717660 7.1766e+07 171.525 149.742 170.273 170.442
731002 7.31002e+07 174.259 152.379 173 173.257
744593 7.44593e+07 174.811 153.04 173.608 173.653
758436 7.58436e+07 178.499 156.732 177.307 177.325
772536 7.72536e+07 181.401 159.45 180.171 180.193
786899 7.86899e+07 181.639 159.763 180.441 180.456
801529 8.01529e+07 184.788 162.789 183.55 183.668
816430 8.1643e+07 184.884 162.921 183.662 183.749
831762 8.31762e+07 191.293 169.308 190.109 190.031
847226 8.47226e+07 190.733 168.653 189.491 189.644
862977 8.62977e+07 193.986 171.997 192.766 192.861
879021 8.79021e+07 195.752 173.613 194.553 194.463
895364 8.95364e+07 195.27 173.3 194.065 194.193
912010 9.1201e+07 199.737 177.6 198.501 198.646
928966 9.28966e+07 201.436 179.442 200.23 200.349
946237 9.46237e+07 205.017 183.141 203.807 203.861
963829 9.63829e+07 209.402 187.388 208.174 208.316
981748 9.81748e+07 212.209 190.285 211.002 211.113
1e+06 1e+08 215.709 193.766 214.476 214.723
